city,area,latitude,longitude,pincode,aqi,wqi,wqi_category,congestion,local_congestion,hdi_rank,sqft_price,supermarket,store,park,playground,hospital,school,library,voter_turnout,livability_score
Bengaluru,Modi Garden,13.016216,77.603387,,12,36.64166667,Good,1.521384,1.501428975,24,7,8,15,11,9,22,76,60,54.16,44.77731466
Bengaluru,Vinobha Nagar,13.016216,77.621877,,12,36.64166667,Good,1.521384,1.49631458,24,13.89,9,55,24,6,59,113,38,54.16,59.07561838
Bengaluru,Subbayianiah Palyam,13.016216,77.640367,,12,36.64166667,Good,1.521384,1.482126701,24,6.4,18,210,27,7,80,105,25,54.16,78.94162776
Bengaluru,Annaiah Reddy Layout,13.016216,77.658856,,12,36.64166667,Good,1.521384,1.39295307,24,9.7,11,112,14,5,49,75,23,54.16,51.27833768
Bengaluru,Eeriahana Palya,13.016216,77.677346,,12,36.64166667,Good,1.521384,1.47209892,24,6.4,6,156,8,7,53,95,19,54.16,53.08092277
Bengaluru,Krishnarajapuram,13.016216,77.695836,,12,36.64166667,Good,1.521384,1.5090098,24,8.72,11,13,15,4,53,54,13,54.16,41.19012448
Bengaluru,Hosabasavanapura,13.016216,77.714325,,12,36.64166667,Good,1.521384,1.547970755,24,8,7,53,15,5,23,55,13,54.16,35.77360787
Bengaluru,Virgonagar Industrial Estate,13.016216,77.732815,,12,36.64166667,Good,1.521384,1.273408778,24,9.08,4,26,6,4,3,24,9,54.16,19.4088294
Bengaluru,Krishnarajapuram,13.016216,77.769795,,85,89.37314815,Very Poor,1.521384,1.208924447,24,8.72,3,7,6,2,6,19,4,54.16,14.9272555
Bengaluru,Appajipura,13.016216,77.788284,,85,89.37314815,Very Poor,1.521384,1.090356098,24,11.31,0,0,0,1,4,3,3,54.16,6.503240426
Bengaluru,Doddabidarakallu,13.034234,77.492449,,12,36.64166667,Good,1.521384,1.373579677,24,14.77,5,69,10,0,21,32,12,54.64,25.17808247
Bengaluru,Nalagadderanahalli,13.034234,77.510938,,12,36.64166667,Good,1.521384,1.5728829,24,17.59,6,9,13,4,25,20,16,54.64,26.08558032
Bengaluru,Yesvanpur Surburb,13.034234,77.529428,,12,36.64166667,Good,1.521384,1.602338492,24,12.3,1,80,11,7,12,13,34,54.64,26.71962427
Bengaluru,Muthyala Nagar,13.034234,77.547918,,12,36.64166667,Good,1.521384,1.489123768,24,16.81,6,23,16,2,21,34,48,54.64,30.90596145
Bengaluru,AG's Layout,13.034234,77.566408,,12,36.64166667,Good,1.521384,1.489261872,24,9.29,9,170,36,5,57,57,60,54.64,61.95200627
Bengaluru,Sanjayanagara,13.034234,77.584897,,12,36.64166667,Good,1.521384,1.626606371,24,12.6,5,3,36,7,25,51,56,54.16,43.2067353
Bengaluru,Seethappa Layout,13.034234,77.603387,,12,36.64166667,Good,1.521384,1.594049259,24,15.63,11,225,14,1,68,131,52,54.16,69.70121301
Bengaluru,Govindapura,13.034234,77.621877,,12,36.64166667,Good,1.521384,1.472575873,24,14.45,10,221,19,5,35,83,37,54.16,58.59609993
Bengaluru,Hennur Bande,13.034234,77.640367,,12,36.64166667,Good,1.521384,1.595546743,24,5.94,7,75,3,5,17,55,25,54.16,33.90087377
Bengaluru,Horamavu Agara,13.034234,77.658856,,12,36.64166667,Good,1.521384,1.407705173,24,9.38,6,32,9,3,14,66,22,54.16,31.21866637
Bengaluru,Pooja Layout,13.034234,77.677346,,12,36.64166667,Good,1.521384,1.297291872,24,7.28,15,56,10,5,16,67,17,54.16,42.2510777
Bengaluru,Doddamuniswamy Reddy Layout,13.034234,77.695836,,12,36.64166667,Good,1.521384,1.267881592,24,13,5,42,10,7,6,51,11,54.16,29.81527269
Bengaluru,Padmeshwari Nagar,13.034234,77.714325,,12,36.64166667,Good,1.521384,1.246970983,24,7.1,7,29,10,2,12,43,10,54.16,26.14369405
Bengaluru,Muneshwara Layout,13.034234,77.732815,,12,36.64166667,Good,1.521384,1.210657526,24,3.6,1,19,3,1,6,17,7,54.16,12.26896618
Bengaluru,Bidare Agraha,13.034234,77.751305,,12,36.64166667,Good,1.521384,1.163267381,24,9.17,4,14,6,4,8,15,4,54.16,17.69256141
Bengaluru,Khajisonnanahalli,13.034234,77.769795,,12,36.64166667,Good,1.521384,1.137191127,24,7.2,0,10,14,2,3,7,6,54.16,12.70469734
Bengaluru,Poojena Agrahara,13.034234,77.788284,,12,36.64166667,Good,1.521384,1.088921607,24,4,0,2,2,0,0,3,8,54.16,6.13925507
Bengaluru,Madavara,13.052252,77.473959,,12,36.64166667,Good,1.521384,1.156393413,24,10.85,0,31,5,1,6,8,10,54.64,11.53660224
Bengaluru,Manjunatha Nagar,13.052252,77.492449,,12,36.64166667,Good,1.521384,1.281469287,24,18.57,7,73,12,4,15,31,10,54.64,29.68850288
Bengaluru,Bhuvaneshwari Nagar,13.052252,77.510938,,12,36.64166667,Good,1.521384,1.480123435,24,7.71,10,128,25,8,53,65,13,54.64,55.12933124
Bengaluru,Siddhartha Nagar,13.052252,77.529428,,12,36.64166667,Good,1.521384,1.382115518,24,6.1,2,3,39,6,8,7,17,54.64,26.52215791
Bengaluru,Stage 2,13.052252,77.547918,,12,36.64166667,Good,1.521384,1.403406192,24,18.07,4,1,17,5,10,26,30,54.64,25.61430446
Bengaluru,Devinagar,13.052252,77.566408,,12,36.64166667,Good,1.521384,1.394628591,24,9.3,4,25,11,6,12,24,35,54.64,26.83968923
Bengaluru,Coffee Board Layout,13.052252,77.603387,,12,36.64166667,Good,1.521384,1.569439176,24,12.69,11,90,82,7,30,65,37,54.16,67.53949191
Bengaluru,Manyata Residency,13.052252,77.621877,,12,36.64166667,Good,1.521384,1.443206619,24,11.3,6,9,22,0,12,37,31,54.16,27.13105209
Bengaluru,Hiremath Layout,13.052252,77.640367,,12,36.64166667,Good,1.521384,1.50754625,24,10.83,8,2,9,4,17,49,24,54.16,30.15655496
Bengaluru,Rampura,13.052252,77.695836,,12,36.64166667,Good,1.521384,1.178499484,24,4.78,1,15,3,0,0,8,9,54.16,8.914737381
Bengaluru,Cheemasandra,13.052252,77.732815,,12,36.64166667,Good,1.521384,1.207530401,24,13.75,1,0,4,0,1,5,5,54.16,7.58163669
Bengaluru,Nimbekaipura,13.052252,77.751305,,12,36.64166667,Good,1.521384,1.301445003,24,9.55,1,0,11,3,5,6,5,54.16,13.06704204
Bengaluru,Huskur Kodi,13.052252,77.769795,,12,36.64166667,Good,1.521384,1.167263623,24,7.1,1,1,1,0,5,11,7,54.16,8.651472532
Bengaluru,Petanahalli,13.052252,77.788284,,12,36.64166667,Good,1.521384,1.141623956,24,9.36,0,0,1,0,1,5,6,54.16,5.998867182
Bengaluru,Arasinakunte,13.07027,77.41849,,40,41.54537037,Good,1.521384,1.035019531,24,6,0,0,6,2,2,9,5,54.64,9.704820384
Bengaluru,Kuduregere Colony,13.07027,77.473959,,12,36.64166667,Good,1.521384,1.154662291,24,10.85,0,9,7,2,2,7,11,54.64,10.87626357
Bengaluru,TG Halli,13.07027,77.492449,,12,36.64166667,Good,1.521384,1.281672205,24,9.7,1,7,4,1,8,28,11,54.64,14.1528053
Bengaluru,Medaralli,13.07027,77.510938,,12,36.64166667,Good,1.521384,1.342328171,24,4.94,11,27,19,3,24,42,13,54.64,35.05069801
Bengaluru,devegowda enclave,13.07027,77.529428,,12,36.64166667,Good,1.521384,1.255540262,24,7.53,6,39,19,2,13,26,10,54.64,25.92917194
Bengaluru,Govindayyanapalya,13.07027,77.547918,,12,36.64166667,Good,1.521384,1.371983387,24,16.13,2,0,14,3,9,19,25,54.64,19.49053759
Bengaluru,Lakeshore Garden,13.07027,77.566408,,12,36.64166667,Good,1.521384,1.337526862,24,16.13,6,106,20,3,18,47,33,54.64,37.70669481
Bengaluru,Rajiv Gandhi Nagar,13.07027,77.584897,,12,36.64166667,Good,1.521384,1.406941311,24,8,5,14,30,17,14,29,37,54.64,43.33461746
Bengaluru,Jakkuru Layout,13.07027,77.603387,,12,36.64166667,Good,1.521384,1.529975631,24,9.8,9,75,12,8,26,37,32,54.64,40.29169034
Bengaluru,MCECHS Layout,13.07027,77.621877,,12,36.64166667,Good,1.521384,1.256003939,24,11.72,3,46,17,9,7,32,27,54.16,31.14421036
Bengaluru,RK Hegde Nagar,13.07027,77.640367,,12,36.64166667,Good,1.521384,1.410433686,24,14.92,4,40,7,6,21,65,21,54.16,33.07345477
Bengaluru,Sonam Layout,13.07027,77.658856,,12,36.64166667,Good,1.521384,1.253180395,24,8.76,4,1,7,7,6,16,12,54.16,20.46094622
Bengaluru,Anagalapura,13.07027,77.677346,,12,36.64166667,Good,1.521384,1.124094303,24,18.28,0,4,4,1,2,8,8,54.16,8.809967303
Bengaluru,Bommenahalli,13.07027,77.732815,,12,36.64166667,Good,1.521384,1.160606694,24,17.16,0,2,2,2,0,4,4,54.16,7.587591061
Bengaluru,M V Extenstion,13.07027,77.788284,,12,36.64166667,Good,1.521384,1.294142146,24,8.1,11,174,3,3,45,39,6,54.16,42.12133497
Bengaluru,Keerthi layout,13.088288,77.41849,,12,41.54537037,Good,1.521384,1.120299173,24,8.23,1,5,2,2,4,8,5,54.64,9.925065491
Bengaluru,Nagarur colony,13.088288,77.436979,,12,41.54537037,Good,1.521384,1.099820119,24,9.63,0,0,3,0,0,2,4,54.64,5.574515127
Bengaluru,Ganigarahalli,13.088288,77.510938,,12,36.64166667,Good,1.521384,1.129940339,24,9.25,0,4,4,0,1,4,7,54.64,6.911227136
Bengaluru,Lakshmipura,13.088288,77.529428,,12,36.64166667,Good,1.521384,1.213166313,24,16.17,1,10,1,2,6,13,11,54.64,11.71045719
Bengaluru,Adityanagar,13.088288,77.547918,,12,36.64166667,Good,1.521384,1.317168139,24,15,6,55,14,1,24,43,18,54.64,30.04926786
Bengaluru,Janatha Colony,13.088288,77.584897,,12,36.64166667,Good,1.521384,1.328937141,24,6.74,2,18,28,5,22,42,28,54.64,32.4831056
Bengaluru,UAS Layout,13.088288,77.603387,,12,36.64166667,Good,1.521384,1.380555267,24,16.15,2,22,14,6,9,14,34,54.64,23.6489877
Bengaluru,Sampigehalli,13.088288,77.621877,,12,36.64166667,Good,1.521384,1.221222939,24,6.72,0,5,14,4,2,13,23,54.64,16.58000933
Bengaluru,Kannuru,13.088288,77.640367,,12,36.64166667,Good,1.521384,1.303700206,24,10.96,5,3,13,8,7,7,18,54.16,23.46861738
Bengaluru,Chikkagubbi Village,13.088288,77.658856,,12,36.64166667,Good,1.521384,1.1907505,24,9.4,1,2,4,2,2,12,14,54.16,11.66741211
Bengaluru,Upparahalli,13.088288,77.769795,,12,36.64166667,Good,1.521384,1.190447678,24,12.53,0,0,1,0,0,3,7,54.16,5.619526012
Bengaluru,Hoskote,13.088288,77.788284,,12,288.6462963,Unsuitable,1.521384,1.133628415,24,6.61,0,0,8,0,0,4,7,54.16,7.763469133
Hyderabad,"67XX+RP9, Nagarguda - Shamshabad Rd, Telangana 501218, India",17.25,78.3,,78,29.2212963,Good,1.050797617,1.055042672,34,8.03,0,1,3,0,1,0,1,57.03,2.329179291
Hyderabad,Sultanpalle,17.25,78.31849,,78,48.60833333,Good,1.050797617,1.021302423,34,7.4,0,0,3,1,0,0,1,57.03,0.638663839
Hyderabad,Chowdariguda,17.25,78.336979,,78,48.60833333,Good,1.050797617,1.034504174,34,4.99,2,0,7,2,4,3,1,48.79,9.416200622
Hyderabad,Thondapalli,17.25,78.373959,,139,49.59166667,Good,1.050797617,1.121980745,34,1.8,0,11,4,0,6,5,1,48.79,6.473174337
Hyderabad,Kurmalguda,17.25,78.484897,,139,49.64907407,Good,1.050797617,1.057055295,34,7.32,0,0,1,4,0,4,0,48.79,9.795365217
Hyderabad,Kurmalguda,17.25,78.503387,,139,49.64907407,Good,1.050797617,1.045299498,34,7.32,0,0,0,0,0,0,0,48.79,5.788932887
Hyderabad,Kurmalguda,17.25,78.521877,,139,49.64907407,Good,1.050797617,1.071447484,34,7.32,0,0,3,0,0,0,1,48.79,6.590259638
Hyderabad,"7G2R+447, Telangana 501510, India",17.25,78.540367,,109,49.64907407,Good,1.050797617,1.054271654,34,6,0,0,6,0,0,1,1,48.79,6.105181939
Hyderabad,Bongloor,17.25,78.558856,,109,49.64907407,Good,1.050797617,1.145027469,34,4.2,0,0,4,1,0,1,4,48.79,6.024210275
Hyderabad,Manneguda,17.25,78.577346,,109,49.64907407,Good,1.050797617,1.15761816,34,6,0,2,8,0,1,3,3,48.79,7.296010712
Hyderabad,Manneguda,17.25,78.595836,,109,49.64907407,Good,1.050797617,1.147446492,34,6,1,0,2,1,0,5,5,48.79,7.878456666
Hyderabad,Sultanpalle,17.268018,78.3,,78,29.2212963,Good,1.050797617,1.044468248,34,2,0,0,5,0,0,0,1,57.03,0
Hyderabad,Sultanpalle,17.268018,78.31849,,78,29.2212963,Good,1.050797617,1.014664418,34,2,0,0,6,0,0,0,1,48.79,5.640791382
Hyderabad,Ammapalle,17.268018,78.336979,,78,48.60833333,Good,1.050797617,1.012567187,34,2,0,0,4,0,1,2,1,48.79,3.530378497
Hyderabad,Ranga Reddy Nagar,17.268018,78.392449,,139,49.59166667,Good,1.050797617,1.202561895,34,9.3,7,20,4,8,40,28,1,48.79,30.28848576
Hyderabad,Omer Colony,17.268018,78.466408,,139,49.64907407,Good,1.050797617,1.131990737,34,7.05,0,15,4,0,5,9,2,48.79,9.475669328
Hyderabad,Kurmalguda,17.268018,78.484897,,139,49.64907407,Good,1.050797617,1.174977887,34,7.32,0,0,2,1,2,3,1,48.79,7.827582454
Hyderabad,Kurmalguda,17.268018,78.503387,,139,49.64907407,Good,1.050797617,1.086416413,34,7.32,0,1,2,1,2,1,2,48.79,7.729480274
Hyderabad,Nadargul,17.268018,78.540367,,109,49.64907407,Good,1.050797617,1.154931192,34,5.8,1,4,7,1,4,12,4,48.79,10.48517546
Hyderabad,"7H95+6G AV Nagar, Telangana, India",17.268018,78.558856,,109,49.64907407,Good,1.050797617,1.085903057,34,6.92,0,0,2,1,0,0,5,48.79,6.722430361
Hyderabad,Turkayamjal,17.268018,78.577346,,109,49.64907407,Good,1.050797617,1.145061295,34,5.45,1,9,6,1,5,11,5,48.79,10.48635755
Hyderabad,Hayathnagar,17.268018,78.595836,,109,49.64907407,Good,1.050797617,1.200668008,34,6.2,1,3,7,0,12,18,5,48.79,11.72733891
Hyderabad,Bakaram Jagir,17.286036,78.3,,78,29.2212963,Good,1.050797617,1.045697757,34,8.28,0,0,10,0,0,1,1,57.03,3.991334576
Hyderabad,Bakaram,17.286036,78.31849,,78,29.2212963,Good,1.050797617,0.9972578,34,11.59,0,0,9,3,1,1,1,48.79,13.16374799
Hyderabad,Kavaguda,17.286036,78.336979,,78,48.60833333,Good,1.050797617,0.988585597,34,11.35,0,0,5,0,0,0,1,48.79,7.404143389
Hyderabad,Hayat Nagar,17.286036,78.392449,,139,49.59166667,Good,1.050797617,1.043571274,34,11.04,0,1,3,0,0,0,4,48.79,8.601849072
Hyderabad,Wadi-E-Hadees,17.286036,78.466408,,127,49.64907407,Good,1.050797617,1.121401522,34,8.37,0,2,13,0,8,26,4,48.79,13.98517277
Hyderabad,Balapur,17.286036,78.503387,,127,49.64907407,Good,1.050797617,1.139909573,34,7.5,0,1,4,2,6,9,7,48.79,10.93300495
Hyderabad,Dawoodkhanguda,17.286036,78.540367,,109,49.64907407,Good,1.050797617,1.147026589,34,5.65,2,3,3,4,2,10,10,48.79,12.93317661
Hyderabad,Jai Suryapatnam,17.286036,78.558856,,109,49.64907407,Good,1.050797617,1.118006605,34,7,1,3,3,0,0,5,15,48.79,9.038441324
Hyderabad,Nadargul,17.286036,78.577346,,109,49.64907407,Good,1.050797617,1.236552384,34,5.8,0,0,0,0,0,0,15,48.79,6.115927604
Hyderabad,Tarur,17.286036,78.595836,,109,49.64907407,Good,1.050797617,1.175692093,34,5.03,1,1,7,1,1,3,6,48.79,8.633119825
Hyderabad,Bakaram Jagir,17.304054,78.3,,74,29.2212963,Good,1.050797617,1.018459571,34,8.28,0,0,8,1,0,0,1,57.03,4.112552012
Hyderabad,Bangaliguda,17.304054,78.31849,,74,29.2212963,Good,1.050797617,1.017151897,34,11.38,0,0,3,1,0,0,0,48.79,9.604559689
Hyderabad,Nagireddiguda,17.304054,78.336979,,74,29.2212963,Good,1.050797617,1.045035906,34,4,0,0,5,0,0,1,1,48.79,6.311560501
Hyderabad,Kismatpur,17.304054,78.355469,,74,48.60833333,Good,1.050797617,1.132084309,34,6.67,0,0,0,0,0,0,1,48.79,4.139679621
Hyderabad,Kismatpur,17.304054,78.373959,,127,48.60833333,Good,1.050797617,1.133755284,34,6.67,0,0,4,1,0,0,6,48.79,7.73785362
Hyderabad,Hayat Nagar,17.304054,78.392449,,127,48.60833333,Good,1.050797617,1.113917061,34,11.04,0,0,6,0,0,0,6,48.79,9.272904242
Hyderabad,Telangana NGOS Colony,17.304054,78.429428,,127,49.59166667,Good,1.050797617,1.214904593,34,9.91,2,19,8,2,6,13,7,48.79,16.18408533
Hyderabad,Laxmiguda Village,17.304054,78.447918,,127,49.59166667,Good,1.050797617,1.209349155,34,7.12,1,26,4,4,14,23,8,48.79,17.65098558
Hyderabad,Ismail Nagar,17.304054,78.466408,,127,49.64907407,Good,1.050797617,1.156454421,34,7.67,3,80,10,1,40,57,10,48.79,29.62624383
Hyderabad,Iqbal Colony,17.304054,78.484897,,127,49.64907407,Good,1.050797617,1.121170096,34,4.4,2,17,8,3,13,48,9,48.79,20.29710261
Hyderabad,Sri Venkateshwara Colony,17.304054,78.503387,,109,49.64907407,Good,1.050797617,1.158006527,34,5.73,1,2,10,3,6,12,14,48.79,14.05433219
Hyderabad,Balaji Nagar,17.304054,78.521877,,109,49.64907407,Good,1.050797617,1.231879504,34,8.53,4,50,8,5,11,33,17,48.79,25.49189456
Hyderabad,Nazeebnagar,17.322072,78.3,,74,29.2212963,Good,1.050797617,1.03445971,34,8.5,0,0,6,12,0,3,2,57.03,13.18329506
Hyderabad,Yenikepally,17.322072,78.31849,,74,29.2212963,Good,1.050797617,1.106922918,34,17.98,0,0,5,2,1,3,2,48.79,14.48189688
Hyderabad,Bangaliguda,17.322072,78.336979,,74,29.2212963,Good,1.050797617,1.057200916,34,11.38,0,0,4,0,0,0,1,48.79,9.137339121
Hyderabad,Manasa Hills,17.322072,78.373959,,74,48.60833333,Good,1.050797617,1.144358726,34,7.1,0,2,4,2,1,1,7,48.79,7.920259002
Hyderabad,Agricultural Research Institute Quarters,17.322072,78.392449,,127,48.60833333,Good,1.050797617,1.162905956,34,8.82,0,1,0,1,1,3,10,48.79,8.792285531
Hyderabad,Acharya Ng Ranga Agricultural University,17.322072,78.410938,,127,48.60833333,Good,1.050797617,1.152506527,34,10.6,1,0,8,5,4,7,10,48.79,16.38250603
Hyderabad,Adarsh Nagar,17.322072,78.429428,,127,49.59166667,Good,1.050797617,1.345540591,34,11.95,4,72,10,3,20,29,9,48.79,27.14868552
Hyderabad,Mughal Colony,17.322072,78.447918,,127,49.59166667,Good,1.050797617,1.339696069,34,9.46,3,30,10,3,34,49,19,48.79,28.49455248
Hyderabad,Hosnabad Colony,17.322072,78.466408,,127,49.59166667,Good,1.050797617,1.250289039,34,10.31,6,78,3,2,38,71,18,48.79,35.0609558
Hyderabad,Maqbool Nagar,17.322072,78.484897,,127,49.64907407,Good,1.050797617,1.254740975,34,4,7,16,3,6,51,53,24,48.79,33.00676406
Hyderabad,Pragathi Colony,17.322072,78.521877,,109,49.64907407,Good,1.050797617,1.39045491,34,11.21,9,64,12,4,41,64,49,48.79,43.57375019
Hyderabad,Lakshmi Nagar Colony  ,17.322072,78.540367,,109,49.64907407,Good,1.050797617,1.295844115,34,5.2,5,133,20,5,25,37,39,48.79,37.05623709
Hyderabad,Chaitanya Nagar,17.322072,78.558856,,109,49.64907407,Good,1.050797617,1.512388656,34,5.9,8,205,20,4,79,56,28,48.79,51.28774354
Hyderabad,Gayatri Nagar Colony,17.322072,78.595836,,109,30.26944444,Good,1.050797617,1.277351786,34,6.8,1,7,12,4,30,43,14,48.79,25.30248372
Hyderabad,Himayatnagar,17.34009,78.3,,76,29.2212963,Good,1.050797617,1.117650804,34,9.96,0,1,5,4,6,12,3,57.03,9.284107435
Hyderabad,Moinabad,17.34009,78.31849,,76,29.2212963,Good,1.050797617,1.135704334,34,5.8,2,12,8,1,1,5,1,48.79,11.72342271
Hyderabad,Aziznagar,17.34009,78.336979,,76,29.2212963,Good,1.050797617,1.093232006,34,9.27,1,3,9,1,0,4,2,48.79,11.92834426
Hyderabad,Abhyudaya Nagar,17.34009,78.373959,,76,29.2212963,Good,1.050797617,1.182463847,34,6.92,1,12,8,2,4,15,9,48.79,14.76791462
Hyderabad,Abhyudaya Nagar,17.34009,78.392449,,127,48.60833333,Good,1.050797617,1.215951051,34,6.92,2,10,13,5,6,28,12,48.79,20.65912314
Hyderabad,Suleman Nagar,17.34009,78.429428,,127,48.60833333,Good,1.050797617,1.237791852,34,11.17,5,21,9,3,23,44,17,48.79,28.08963521
Hyderabad,Basti Nabi Kareem,17.34009,78.447918,,127,49.59166667,Good,1.050797617,1.169109699,34,5,4,19,6,2,31,52,22,48.79,25.48867308
Hyderabad,Char Chaman Colony,17.34009,78.466408,,127,49.59166667,Good,1.050797617,1.21792655,34,16,4,200,6,15,62,93,32,48.79,61.23769743
Hyderabad,Uppuguda,17.34009,78.484897,,127,49.64907407,Good,1.050797617,1.284126003,34,5.9,5,65,10,7,42,61,45,48.79,39.47688709
Hyderabad,Kanchan Bagh,17.34009,78.503387,,109,49.64907407,Good,1.050797617,1.237307911,34,4.6,2,83,18,8,66,68,86,48.79,48.1320197
Hyderabad,New Maruthi Nagar,17.34009,78.521877,,109,48.48611111,Good,1.050797617,1.301493247,34,7.05,9,109,21,4,55,41,87,48.79,49.47957036
Hyderabad,Madhava Nagar,17.34009,78.540367,,109,30.26944444,Good,1.050797617,1.39776195,34,6.23,4,62,25,4,44,55,81,48.79,44.75505857
Hyderabad,Abhyudaya Nagar,17.34009,78.558856,,109,30.26944444,Good,1.050797617,1.334258639,34,6.92,8,127,31,14,59,44,69,48.79,60.68870139
Hyderabad,Indira Nagar,17.34009,78.577346,,109,30.26944444,Good,1.050797617,1.251151211,34,9.93,3,80,19,4,54,41,23,48.79,37.83324644
Hyderabad,Teachers Colony,17.34009,78.595836,,109,30.26944444,Good,1.050797617,1.251964775,34,11.89,4,5,20,1,4,15,14,48.79,22.39557788
Hyderabad,Chilkoor,17.358108,78.3,,76,29.2212963,Good,1.050797617,1.027508132,34,2.5,1,19,1,0,0,0,4,57.03,1.518102594
Hyderabad,Narsingi,17.358108,78.31849,,76,29.2212963,Good,1.050797617,1.096454642,34,8.37,0,1,10,1,0,1,3,48.79,10.48760903
Hyderabad,Golden Heights Colony,17.358108,78.410938,,120,48.60833333,Good,1.050797617,1.331552366,34,6.65,4,4,25,4,13,24,16,48.79,24.56448188
Hyderabad,Sai Hills Colony,17.358108,78.429428,,120,48.60833333,Good,1.050797617,1.262627925,34,9.77,3,63,18,6,79,69,18,48.79,42.91240008
Hyderabad,Mannans Colony,17.358108,78.447918,,120,48.60833333,Good,1.050797617,1.26262513,34,11.19,9,94,21,2,37,58,30,48.79,42.53366382
Hyderabad,Shah Gunj,17.358108,78.466408,,120,49.59166667,Good,1.050797617,1.380276322,34,13.19,16,119,12,17,105,108,52,48.79,78.81471103
Hyderabad,Dhobi Ghat,17.358108,78.484897,,109,48.48611111,Good,1.050797617,1.282423141,34,30.63,10,79,9,15,92,121,94,48.79,81.2880455
Hyderabad,Madannapet Colony,17.358108,78.503387,,109,48.48611111,Good,1.050797617,1.334229474,34,8.87,8,240,26,13,87,114,112,48.79,81.6712346
Hyderabad,Saraswathi Nagar,17.358108,78.521877,,109,48.48611111,Good,1.050797617,1.287469001,34,7.46,5,86,51,1,48,52,97,48.79,51.0200463
Hyderabad,Kranthi nagar Colony,17.358108,78.540367,,109,30.26944444,Good,1.050797617,1.487477626,34,6.92,8,45,22,16,85,82,86,48.79,66.10718759
Hyderabad,Sai Nagar,17.358108,78.558856,,109,30.26944444,Good,1.050797617,1.388747416,34,5.86,14,76,37,3,55,62,77,48.79,58.02538174
Hyderabad,Auto Nagar,17.358108,78.595836,,94,30.26944444,Good,1.050797617,1.131784505,34,4.91,2,1,7,3,2,3,9,51.28,11.60238293
Hyderabad,Narsingi,17.376126,78.3,,76,29.2212963,Good,1.050797617,1.108719356,34,8.37,0,0,0,0,0,0,2,48.79,7.084899991
Hyderabad,Narsingi,17.376126,78.336979,,76,29.2212963,Good,1.050797617,1.112659973,34,8.37,0,0,1,0,0,4,9,48.79,8.650576649
Hyderabad,Manchirevula,17.376126,78.355469,,76,29.2212963,Good,1.050797617,1.18543986,34,11.14,0,36,5,4,7,6,13,48.79,17.58870175
Hyderabad,Ibrahim Bagh,17.376126,78.373959,,76,29.2212963,Good,1.050797617,1.233341512,34,9.28,1,0,13,6,3,14,20,48.79,20.51909208
Hyderabad,Ramdev Guda,17.376126,78.392449,,76,29.2212963,Good,1.050797617,1.302961597,34,8.4,4,3,1,3,6,17,22,48.79,18.79124163
Hyderabad,Saleh Nagar,17.376126,78.410938,,120,48.60833333,Good,1.050797617,1.370876408,34,9.23,5,35,7,3,36,49,25,48.79,30.62634165
Hyderabad,Bapu Nagar,17.376126,78.429428,,120,48.60833333,Good,1.050797617,1.333470032,34,5.92,5,214,16,4,46,50,27,48.79,43.4796918
Hyderabad,Tappachabutra,17.376126,78.447918,,120,13.95740741,Excellent,1.050797617,1.335513062,34,8.7,10,171,12,1,67,80,47,48.79,56.04347403
Hyderabad,Gyan Bagh Colony,17.376126,78.466408,,120,44.34722222,Good,1.050797617,1.595918255,34,18,7,157,27,5,63,64,62,48.79,59.17985994
Hyderabad,Imlibun,17.376126,78.484897,,109,34.925,Good,1.050797617,1.558951949,34,10.43,6,107,29,13,65,61,121,48.79,66.57668832
Hyderabad,MCH Colony,17.376126,78.503387,,109,48.48611111,Good,1.050797617,1.441215285,34,8.08,11,144,25,5,80,84,133,48.79,69.53321882
Hyderabad,Sarita Arcade,17.376126,78.521877,,109,30.26944444,Good,1.050797617,1.419786555,34,8.14,6,29,15,6,74,87,113,48.79,56.64258172
Hyderabad,Phanigiri Colony,17.376126,78.540367,,109,30.26944444,Good,1.050797617,1.451704755,34,5.5,9,118,22,1,67,57,87,48.79,52.68758731
Hyderabad,Hanuman Gardens,17.376126,78.558856,,109,30.26944444,Good,1.050797617,1.32801448,34,6.7,12,248,17,6,56,39,73,51.28,58.8257652
Hyderabad,Nagole,17.376126,78.577346,,94,30.26944444,Good,1.050797617,1.283942249,34,6.3,1,14,12,1,27,42,25,51.28,21.77868731
Hyderabad,Kokapet,17.394144,78.31849,,76,29.2212963,Good,1.050797617,1.113654243,34,10.63,0,0,79,10,0,3,5,48.79,34.99729096
Hyderabad,Kokapet,17.394144,78.336979,,76,29.2212963,Good,1.050797617,1.210330025,34,10.63,7,76,11,6,20,27,13,48.79,33.20582148
Hyderabad,Narsingi,17.394144,78.355469,,76,29.2212963,Good,1.050797617,1.50219423,34,8.37,1,40,15,2,16,27,18,48.79,22.68852662
Hyderabad,Huda,17.394144,78.373959,,76,29.2212963,Good,1.050797617,1.330380153,34,5.73,24,133,33,10,30,80,25,48.79,67.26127976
Hyderabad,G K Enclave,17.394144,78.392449,,76,29.2212963,Good,1.050797617,1.282837661,34,3.5,7,32,16,1,27,45,23,48.79,29.25579161
Hyderabad,Neeraj Colony,17.394144,78.410938,,159,29.2212963,Good,1.050797617,1.348751045,34,3.8,14,15,17,4,71,82,27,48.79,50.35201537
Hyderabad,Rethibowli,17.394144,78.429428,,159,13.95740741,Excellent,1.050797617,1.752368307,34,5.4,5,130,27,5,64,49,39,48.79,50.14279167
